,title,price,link
117,DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,"₹36,990",/dell-inspiron-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmcc4420f399faf?pid=COMG9NYDK7VGYKU4&lid=LSTCOMG9NYDK7VGYKU4N0GKFO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_118&otracker=search&fm=organic&iid=51d9bb75-ba44-400a-8d16-b96a05e23f5d.COMG9NYDK7VGYKU4.SEARCH&ppt=None&ppn=None&ssid=etk8gsswpc0000001663996593545&qH=c06ea84a1e3dc3c6
118,Nokia PureBook X14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510UL85S Thin and Light Lap...,"₹37,890",/nokia-purebook-x14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-nki510ul85s-thin-light-laptop/p/itmdc10c8866a3a4?pid=COMFUJ4NXDKZ4VFN&lid=LSTCOMFUJ4NXDKZ4VFNROFWVT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_119&otracker=search&fm=organic&iid=51d9bb75-ba44-400a-8d16-b96a05e23f5d.COMFUJ4NXDKZ4VFN.SEARCH&ppt=None&ppn=None&ssid=etk8gsswpc0000001663996593545&qH=c06ea84a1e3dc3c6
119,Lenovo IdeaPad 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Xe) 15IAU7...,"₹56,990",/lenovo-ideapad-3-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-intel-integrated-iris-xe-15iau7-gaming-laptop/p/itmb696704ad257e?pid=COMGHA9RYJRG8JE6&lid=LSTCOMGHA9RYJRG8JE6DAGDGQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_120&otracker=search&fm=organic&iid=en_7slFMWKmfpuX4SZvHgwbzss3PBbO%2FJgTOa9uYJ%2BF4TBp%2FSFuwta7JddqxC65BhpfifEKlTERv40Z1E2V5nuvlg%3D%3D&ppt=None&ppn=None&ssid=etk8gsswpc0000001663996593545&qH=c06ea84a1e3dc3c6
120,ASUS Vivobook 15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ552WSX512JA Notebook,"₹37,890",/asus-vivobook-15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-x515ja-ej552wsx512ja-notebook/p/itmad6efad53fb69?pid=COMGHEMH3FHNNMFA&lid=LSTCOMGHEMH3FHNNMFAHBZXWN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_121&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMGHEMH3FHNNMFA.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
121,HP Pavilion x360 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0074TU Thin and Light Lapt...,"₹75,968",/hp-pavilion-x360-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-14-ek0074tu-thin-light-laptop/p/itm304596eaba386?pid=COMGH7VYRA4HRGYK&lid=LSTCOMGH7VYRA4HRGYKS3DJLN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_122&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMGH7VYRA4HRGYK.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
122,APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12A000D3,"₹1,06,890",/apple-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-z12a000d3/p/itma083279847e6a?pid=COMG4ZYZH9GZU6UD&lid=LSTCOMG4ZYZH9GZU6UDAFFVPJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_123&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMG4ZYZH9GZU6UD.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
123,Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹46,990",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_124&otracker=search&fm=organic&iid=en_RHsyx%2FKEe2zQSRT0HKK7cD3J0EoBunW0qAi%2F11CfAWsjCcenlwkIqeywi4rsRCNwIISCW0zrU1nCJjOd%2FRaRgA%3D%3D&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
124,ASUS TUF Dash F15 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹80,990",/asus-tuf-dash-f15-2022-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-fx517zc-hn035ws-gaming-laptop/p/itme5b388b99b91b?pid=COMGFYQZBR2MS4B9&lid=LSTCOMGFYQZBR2MS4B9OQOW5D&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_125&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMGFYQZBR2MS4B9.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
125,HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3517TU Thin and Light Laptop,"₹50,890",/hp-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-du3517tu-thin-light-laptop/p/itmbc61a81389b4d?pid=COMGA3HWJVQDZYGQ&lid=LSTCOMGA3HWJVQDZYGQDI0NIV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_126&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMGA3HWJVQDZYGQ.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
126,ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L71...,"₹58,890",/asus-vivobook-k15-oled-ryzen-7-octa-core-amd-r7-5700u-16-gb-512-gb-ssd-windows-11-home-km513ua-l713ws-thin-light-laptop/p/itmb3a48eb017e5c?pid=COMGB6DZKZZVUQSW&lid=LSTCOMGB6DZKZZVUQSWWWGAPR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_127&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMGB6DZKZZVUQSW.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
127,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"₹33,990",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-thin-light-laptop/p/itm0e009f57a591b?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_128&otracker=search&fm=organic&iid=en_RHsyx%2FKEe2zQSRT0HKK7cD3J0EoBunW0qAi%2F11CfAWukP97JzS0%2BKW3i4CY8Ym%2BML5jhQWpdvx1OYmo5B%2BTaig%3D%3D&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
128,ASUS Zenbook 13 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX325EA-KG701WS Thin and...,"₹84,890",/asus-zenbook-13-intel-evo-core-i7-11th-gen-16-gb-1-tb-ssd-windows-11-home-ux325ea-kg701ws-thin-light-laptop/p/itmcfd62eb118f1c?pid=COMGBHPF4C3UAUCM&lid=LSTCOMGBHPF4C3UAUCMMNG1D6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_129&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMGBHPF4C3UAUCM.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
129,HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15-eh1101AU Thin and Light Lap...,"₹51,999",/hp-pavilion-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-15-eh1101au-thin-light-laptop/p/itmbbe1a7a3f907e?pid=COMG67BXFFXYZSMZ&lid=LSTCOMG67BXFFXYZSMZEBZDME&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_130&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMG67BXFFXYZSMZ.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
130,Lenovo IdeaPad 3 Celeron Dual Core 4th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IGL05 Thin and Light ...,"₹22,990",/lenovo-ideapad-3-celeron-dual-core-4th-gen-4-gb-256-gb-ssd-windows-11-home-14igl05-thin-light-laptop/p/itm4d62502cabd77?pid=COMG72M9XXDCHEQZ&lid=LSTCOMG72M9XXDCHEQZEEJKYU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_131&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMG72M9XXDCHEQZ.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
131,ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹54,890",/asus-tuf-gaming-a15-ryzen-5-hexa-core-amd-r5-4600h-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fa506ihrz-hn112w-laptop/p/itm20d472c5059c0?pid=COMGGJZFJRZY45WX&lid=LSTCOMGGJZFJRZY45WXD02LFG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_132&otracker=search&fm=organic&iid=en_RHsyx%2FKEe2zQSRT0HKK7cD3J0EoBunW0qAi%2F11CfAWv5D2TDS2Pl%2Bbf5sr0g0TulDgM%2Fy%2BpZK%2BFBmxUGjT0Reg%3D%3D&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
132,HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14s-fy1003AU Thin and Light Laptop,"₹48,890",/hp-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-14s-fy1003au-thin-light-laptop/p/itm0da2f0fc45d99?pid=COMGG3S9HWSFYNHW&lid=LSTCOMGG3S9HWSFYNHWUE3QX5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_133&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMGG3S9HWSFYNHW.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
133,ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and L...,"₹22,990",/asus-vivobook-14-2021-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-x415ma-bv011w-thin-light-laptop/p/itm8f9bebd99f5c0?pid=COMGBH774UHWUFQF&lid=LSTCOMGBH774UHWUFQFHH2XKA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_134&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMGBH774UHWUFQF.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
134,MSI Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) P...,"₹1,29,890",/msi-core-i9-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-165-hz-pulse-gl66-12uek-898in-gaming-laptop/p/itme75f133bf4841?pid=COMGGZ23QXZZVECG&lid=LSTCOMGGZ23QXZZVECGQKCCNO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_135&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMGGZ23QXZZVECG.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
135,Lenovo IdeaPad Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,"₹58,990",/lenovo-ideapad-gaming-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-81y4019ein-81y401bhin-laptop/p/itm0e542b2a6f95c?pid=COMG3HHRMGSUZATZ&lid=LSTCOMG3HHRMGSUZATZHSVRV1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_136&otracker=search&fm=organic&iid=en_RHsyx%2FKEe2zQSRT0HKK7cD3J0EoBunW0qAi%2F11CfAWurLVXAj8M6lLRHN9X%2BhUpPvXREnMQfo0A81lstS7FaOg%3D%3D&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
136,DELL Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3420 Notebook,"₹35,990",/dell-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-vostro-3420-notebook/p/itm148beffe7300e?pid=COMGFPEHZGNAGD3F&lid=LSTCOMGFPEHZGNAGD3FIKF36S&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_137&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMGFPEHZGNAGD3F.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
137,acer Aspire 3 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop,"₹33,390",/acer-aspire-3-ryzen-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-a315-23-laptop/p/itmb8fe582c41a06?pid=COMGBF6ZPSEYQ4Z3&lid=LSTCOMGBF6ZPSEYQ4Z39H0L9G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_138&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMGBF6ZPSEYQ4Z3.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
138,ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100CKA-GJ0722W Laptop,"₹17,990",/asus-2022-celeron-dual-core-4-gb-128-gb-ssd-windows-11-home-br1100cka-gj0722w-laptop/p/itm6c9997bdb0736?pid=COMGCV52YQN8Q2VY&lid=LSTCOMGCV52YQN8Q2VYFUEN82&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_139&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMGCV52YQN8Q2VY.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
139,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹58,990",/lenovo-ideapad-gaming-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6d2-laptop/p/itm78e98bb9abfb1?pid=COMGBNFUHREA8EJN&lid=LSTCOMGBNFUHREA8EJNCOPCZZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_140&otracker=search&fm=organic&iid=en_RHsyx%2FKEe2zQSRT0HKK7cD3J0EoBunW0qAi%2F11CfAWuwygaf3Hu%2BRoWzW%2BZNxKyDL5kqRP45OJvGMF1rCcADBw%3D%3D&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
140,MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 MAX Q/14...,"₹67,890",/msi-core-i7-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-max-q-144-hz-gf63-thin-11sc-852in-gaming-laptop/p/itm13297b2080945?pid=COMGEY8WZYTQCXMG&lid=LSTCOMGEY8WZYTQCXMGMTVWYN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_141&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMGEY8WZYTQCXMG.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
141,acer Aspire 3 Dual Core 3020e - (4 GB/256 GB SSD/Windows 11 Home) A314-22 Laptop,"₹21,890",/acer-aspire-3-dual-core-3020e-4-gb-256-gb-ssd-windows-11-home-a314-22-laptop/p/itm07e718a865608?pid=COMGBNUMF8CDJZFH&lid=LSTCOMGBNUMF8CDJZFHVNFSHE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_142&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMGBNUMF8CDJZFH.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
142,MSI Alpha 15 AMD Advantage Edition Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/8 GB Gra...,"₹84,890",/msi-alpha-15-amd-advantage-ryzen-7-octa-core-5800h-8-gb-512-gb-ssd-windows-11-home-8-graphics-amd-radeon-rx-6600m-144-hz-b5eek-235in-gaming-laptop/p/itm32321e9be1e31?pid=COMGGZ234HN7DARE&lid=LSTCOMGGZ234HN7DAREXRH2PL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_143&otracker=search&fm=organic&iid=e58f6c49-2421-48c7-b34d-bd2af9df7f45.COMGGZ234HN7DARE.SEARCH&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
143,Lenovo IdeaPad 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Xe) 15IAU7...,"₹56,990",/lenovo-ideapad-3-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-intel-integrated-iris-xe-15iau7-gaming-laptop/p/itmb696704ad257e?pid=COMGHA9RYJRG8JE6&lid=LSTCOMGHA9RYJRG8JE6DAGDGQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_144&otracker=search&fm=organic&iid=en_RHsyx%2FKEe2zQSRT0HKK7cD3J0EoBunW0qAi%2F11CfAWt%2FoIbPMBd7klpbO1smLQb8ifEKlTERv40Z1E2V5nuvlg%3D%3D&ppt=None&ppn=None&ssid=usod4ks0000000001663996596249&qH=c06ea84a1e3dc3c6
144,acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"₹50,890",/acer-aspire-7-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-a715-5g-a715-51g-57y1-a715-51g-527c-gaming-laptop/p/itm0329bf3833208?pid=COMGF33NW6RSYXWJ&lid=LSTCOMGF33NW6RSYXWJPGBHAV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_145&otracker=search&fm=organic&iid=547761cc-e207-4ea1-9e03-f16a9c816221.COMGF33NW6RSYXWJ.SEARCH&ppt=None&ppn=None&ssid=zcy14ho0rk0000001663996603085&qH=c06ea84a1e3dc3c6
145,DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,"₹38,990",/dell-vostro-core-i3-10th-gen-8-gb-1-tb-hdd-windows-10-home-3401-thin-light-laptop/p/itm0b45b63fac02d?pid=COMFYZC5Y4GZYEWN&lid=LSTCOMFYZC5Y4GZYEWNAE8BRJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_146&otracker=search&fm=organic&iid=547761cc-e207-4ea1-9e03-f16a9c816221.COMFYZC5Y4GZYEWN.SEARCH&ppt=None&ppn=None&ssid=zcy14ho0rk0000001663996603085&qH=c06ea84a1e3dc3c6
146,DELL Ryzen 3 Quad Core 5425U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Laptop,"₹35,890",/dell-ryzen-3-quad-core-5425u-8-gb-256-gb-ssd-windows-11-home-vostro-3425-thin-light-laptop/p/itm87a7815a7be2d?pid=COMGF478GJ9HHZGK&lid=LSTCOMGF478GJ9HHZGKLHBBX4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_147&otracker=search&fm=organic&iid=547761cc-e207-4ea1-9e03-f16a9c816221.COMGF478GJ9HHZGK.SEARCH&ppt=None&ppn=None&ssid=zcy14ho0rk0000001663996603085&qH=c06ea84a1e3dc3c6
147,Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹46,990",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_148&otracker=search&fm=organic&iid=en_KQ6NPIU5byjDTT821wXkGi08pUtadkZ2rua%2FYT70I%2FKx1HJtb7iwW7H0WMX%2B%2B0VdIISCW0zrU1nCJjOd%2FRaRgA%3D%3D&ppt=None&ppn=None&ssid=zcy14ho0rk0000001663996603085&qH=c06ea84a1e3dc3c6
148,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 3 14ITL6 Thin and Light ...,"₹36,990",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14itl6-thin-light-laptop/p/itm87a9a7d26b0f8?pid=COMGCFNZHZBNGR9E&lid=LSTCOMGCFNZHZBNGR9EW5D7VT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_149&otracker=search&fm=organic&iid=547761cc-e207-4ea1-9e03-f16a9c816221.COMGCFNZHZBNGR9E.SEARCH&ppt=None&ppn=None&ssid=zcy14ho0rk0000001663996603085&qH=c06ea84a1e3dc3c6
149,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lapto...,"₹43,890",/lenovo-ideapad-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15alc6-thin-light-laptop/p/itm5f6a576a8ede1?pid=COMGHJ46G3HM5AMG&lid=LSTCOMGHJ46G3HM5AMGOMMKNA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_150&otracker=search&fm=organic&iid=547761cc-e207-4ea1-9e03-f16a9c816221.COMGHJ46G3HM5AMG.SEARCH&ppt=None&ppn=None&ssid=zcy14ho0rk0000001663996603085&qH=c06ea84a1e3dc3c6
150,ASUS Vivobook 14 Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X415EA-EB372WS Thin and...,"₹38,790",/asus-vivobook-14-core-i3-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-x415ea-eb372ws-thin-light-laptop/p/itm69810eb29c4a2?pid=COMG98CT7CFSVZT4&lid=LSTCOMG98CT7CFSVZT4YUGTF4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_151&otracker=search&fm=organic&iid=547761cc-e207-4ea1-9e03-f16a9c816221.COMG98CT7CFSVZT4.SEARCH&ppt=None&ppn=None&ssid=zcy14ho0rk0000001663996603085&qH=c06ea84a1e3dc3c6
151,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"₹33,990",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-thin-light-laptop/p/itm0e009f57a591b?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_152&otracker=search&fm=organic&iid=en_KQ6NPIU5byjDTT821wXkGi08pUtadkZ2rua%2FYT70I%2FLZgZS87w6rcGQvI6K0IjKeL5jhQWpdvx1OYmo5B%2BTaig%3D%3D&ppt=None&ppn=None&ssid=zcy14ho0rk0000001663996603085&qH=c06ea84a1e3dc3c6
152,ASUS VivoBook 14 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X415EA-EB572WS T...,"₹45,990",/asus-vivobook-14-2022-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-x415ea-eb572ws-thin-light-laptop/p/itmb5466ba5e4034?pid=COMGBF3SMFHGDVFX&lid=LSTCOMGBF3SMFHGDVFX5XX7ME&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_153&otracker=search&fm=organic&iid=547761cc-e207-4ea1-9e03-f16a9c816221.COMGBF3SMFHGDVFX.SEARCH&ppt=None&ppn=None&ssid=zcy14ho0rk0000001663996603085&qH=c06ea84a1e3dc3c6
153,DELL Inspiron Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3521 Notebook,"₹29,990",/dell-inspiron-pentium-silver-8-gb-256-gb-ssd-windows-11-home-3521-notebook/p/itm8a3845e0d7c3d?pid=COMGCYF92HFJXHTU&lid=LSTCOMGCYF92HFJXHTUAWJIWY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_154&otracker=search&fm=organic&iid=547761cc-e207-4ea1-9e03-f16a9c816221.COMGCYF92HFJXHTU.SEARCH&ppt=None&ppn=None&ssid=zcy14ho0rk0000001663996603085&qH=c06ea84a1e3dc3c6
